__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687608.497038,1689262590.189257,1.214565,0.922789,-0.143560,-0.011645,0.006446,-163.480936,0.989552,3.058835,5.933589,0.174559
1690687608.506584,1689262590.197720,1.204759,0.918276,-0.143528,-0.011555,0.006420,-163.484805,0.989558,3.058841,5.933588,0.174550
1690687608.513556,1689262590.205856,1.210611,0.921302,-0.143499,-0.011609,0.006439,-163.488033,0.989561,3.058825,5.933591,0.174544
1690687608.522125,1689262590.214433,1.204763,0.913270,-0.143550,-0.011549,0.006376,-163.482279,0.989555,3.058834,5.933591,0.174572
1690687608.530135,1689262590.222623,1.207183,0.918502,-0.143515,-0.011576,0.006419,-163.486219,0.989560,3.058841,5.933590,0.174559
1690687608.537771,1689262590.230747,1.203529,0.911727,-0.143620,-0.011537,0.006364,-163.474288,0.989545,3.058836,5.933592,0.174550
1690687608.603742,1689262590.247506,1.202532,0.919412,-0.143601,-0.011537,0.006432,-163.476383,0.989548,3.058838,5.933605,0.174563
1690687608.676758,1689262590.255774,1.203752,0.919764,-0.143637,-0.011549,0.006433,-163.472171,0.989542,3.058844,5.933607,0.174547
1690687608.676815,1689262590.281115,1.198391,0.922766,-0.143561,-0.011506,0.006466,-163.480967,0.989554,3.058830,5.933616,0.174550
1690687608.676857,1689262590.281171,1.206139,0.920410,-0.143592,-0.011570,0.006436,-163.477302,0.989548,3.058829,5.933626,0.174555
1690687608.677716,1689262590.297769,1.206164,0.928041,-0.143513,-0.011579,0.006503,-163.486361,0.989559,3.058820,5.933619,0.174561
1690687608.677778,1689262590.305895,1.207601,0.918843,-0.143570,-0.011580,0.006421,-163.479870,0.989551,3.058838,5.933606,0.174560
1690687608.677860,1689262590.314293,1.205563,0.915738,-0.143580,-0.011559,0.006396,-163.478805,0.989551,3.058826,5.933598,0.174552
1690687608.677924,1689262590.322548,1.200501,0.914293,-0.143543,-0.011513,0.006391,-163.483190,0.989557,3.058862,5.933581,0.174531
1690687608.677989,1689262590.339137,1.202735,0.912431,-0.143563,-0.011530,0.006372,-163.480845,0.989554,3.058837,5.933576,0.174559
1690687608.678051,1689262590.347480,1.209163,0.919119,-0.143530,-0.011594,0.006422,-163.484481,0.989557,3.058830,5.933588,0.174563
1690687608.678116,1689262590.355765,1.207230,0.916994,-0.143604,-0.011575,0.006405,-163.476009,0.989547,3.058838,5.933594,0.174547
1690687608.678169,1689262590.364157,1.199967,0.915497,-0.143613,-0.011511,0.006401,-163.474985,0.989546,3.058840,5.933603,0.174558
1690687608.679735,1689262590.372447,1.201892,0.921073,-0.143502,-0.011533,0.006448,-163.487780,0.989562,3.058846,5.933610,0.174547
1690687608.688092,1689262590.380749,1.207165,0.925139,-0.143564,-0.011584,0.006476,-163.480484,0.989552,3.058846,5.933626,0.174547
